format_url,page_count,title,total
https://ddrk.me/category/movie/western-movie%s,12,欧美电影,323
https://ddrk.me/tag/recommend%s,6,站长推荐,157
https://ddrk.me/category/drama/western-drama%s,9,欧美剧,234
https://ddrk.me/tag/romance%s,6,爱情,167
https://ddrk.me/tag/douban-top250%s,5,豆瓣电影Top250,118
https://ddrk.me/tag/sci-fi%s,4,科幻,107
https://ddrk.me/tag/crime%s,7,犯罪,180
https://ddrk.me/tag/comedy%s,9,喜剧,230
https://ddrk.me/tag/action%s,5,动作,140
